section,group,qualified_name,name,aliases,help,module,line,kind
system,legacy,무기수리,무기수리,수리,,v637_dynamic_events,575,command
system,legacy,무료시즌,무료시즌,freeseason | seasonfree,,v1050_unified_expansion,1517,command
system,legacy,무료시즌보상,무료시즌보상,freeseasonrewards | seasonrewards,,v1050_unified_expansion,1529,command
system,legacy,무역로,무역로,지역무역로 | 교역로,개방된 지역 무역로와 오늘의 수요를 확인합니다.,v900_faction_world_state,828,command
system,legacy,무전,무전,무전해독 | 구조신호 | sos | SOS,,v637_dynamic_events,532,command
system,legacy,문의닫기,문의닫기,,현재 아바돈 문의 채널을 종료합니다.,v410_server_management,1687,command
system,legacy,문의제거,문의제거,,현재 문의 채널에서 멤버를 제거합니다.,v410_server_management,1723,command
system,legacy,문의추가,문의추가,,현재 문의 채널에 다른 멤버를 추가합니다.,v410_server_management,1699,command
system,legacy,문의패널,문의패널,,버튼으로 문의 채널을 만드는 패널을 설치합니다.,v410_server_management,1672,command
system,legacy,미니게임,미니게임,게임목록 | 미니게임목록,,v640_interactive_arcade,803,command
system,legacy,미리듣기,미리듣기,,선택한 목소리를 지정 음성 채널에서 시험 재생합니다.,v433_voice_sanctuary,1814,command
system,legacy,미션보상,미션보상,성장보상 | 루프보상,,v710_growth_loop,617,command
system,legacy,미수령보상,미수령보상,unclaimedrewards | rewardqueue,현재 감지 가능한 미수령 공동 콘텐츠 보상을 점검합니다.,v1000_global_survivor,1512,command
system,legacy,민화투,민화투,minhwatu,,v1090_integrated_renewal,1456,command
system,legacy,밀수품납품,밀수품납품,,,v639_frontier_operations,846,command
system,legacy,밀수품상태,밀수품상태,,,v639_frontier_operations,834,command
system,legacy,밀수품습격,밀수품습격,,,v639_frontier_operations,865,command
system,legacy,밀수품운반,밀수품운반,밀수작전,,v639_frontier_operations,805,command
system,legacy,바둑이,바둑이,badugi,,v1050_unified_expansion,1151,command
system,legacy,반응속도,반응속도,순발력 | 반응게임,,v640_interactive_arcade,757,command
system,legacy,받기,받기,우편받기,,v639_frontier_operations,612,command
system,legacy,배경도감,배경도감,backgroundcatalog | backgrounds,프로필 배경 도감을 확인합니다.,v1220_chaos_festival_complete,1871,command
system,legacy,백업검증,백업검증,데이터검증 | backupcheck,,v702_stability,329,command
system,legacy,백업목록,백업목록,데이터백업목록 | backuplist,,v702_stability,290,command
system,legacy,백업생성,백업생성,즉시백업 | backupnow,,v702_stability,307,command
system,legacy,밸런스게임,밸런스게임,생존밸런스,두 가지 생존 선택지를 반응으로 투표합니다.,v620_dialogue_memory,1361,command
system,legacy,밸런스선택,밸런스선택,balancechoice | wouldyouratherchoice,진행 중인 밸런스 게임에 투표합니다.,v1220_chaos_festival_complete,1619,command
system,legacy,번역누락,번역누락,missingtranslations | translationfallbacks,희귀 구버전 문구가 사전 번역 대신 안전 대체된 기록을 확인합니다.,v1000_global_survivor,1574,command
system,legacy,범죄,범죄,citycrime | blackcitycrime,실제 사용자 재산을 빼앗지 않는 선택형 도시 범죄 임무입니다.,v1320_black_city_complete,604,command
system,legacy,벙커개설,벙커개설,,,v638_hardcore_arcade,1137,command
system,legacy,벙커상태,벙커상태,,,v638_hardcore_arcade,1187,command
system,legacy,벙커진행,벙커진행,,,v638_hardcore_arcade,1221,command
system,legacy,벙커참가,벙커참가,,,v638_hardcore_arcade,1164,command
system,legacy,벙커투표,벙커투표,,,v638_hardcore_arcade,1200,command
system,legacy,베팅제한,베팅제한,betlimit | raiselimit,현재 서버의 자유 레이즈 안전 한도를 확인합니다.,v1100_game_city_overhaul,140,command
system,legacy,베팅제한설정,베팅제한설정,setbetlimit | setraiselimit,관리자가 서버의 1회 레이즈 안전 한도를 설정합니다.,v1100_game_city_overhaul,146,command
system,legacy,병원,병원,,,conditions,235,command
system,legacy,보급선,보급선,,,v639_frontier_operations,906,command
system,legacy,보급선수색,보급선수색,,,v639_frontier_operations,922,command
system,legacy,보물감정,보물감정,보물감정소 | 감정소,,v610_digging_treasure,618,command
system,legacy,보물도감,보물도감,treasurecatalog | reliccatalog,알려진 탐험 보물과 획득 상태를 확인합니다.,v1220_chaos_festival_complete,1354,command
system,legacy,보물함,보물함,땅파기상태 | 굴착상태,,v610_digging_treasure,655,command
system,legacy,보안상태,보안상태,보안대시보드,분리 로그와 자동 관리 설정을 한 화면에 표시합니다.,v422_security_center,417,command
system,legacy,보안초기설정,보안초기설정,로그초기설정,비공개 보안센터와 분리 로그 채널을 자동 생성합니다.,v422_security_center,285,command
system,legacy,복구,복구,,,v431_growth_balance,692,command
system,legacy,복구기여도,복구기여도,공동복구기여도 | 복구랭킹,현재 복구 작전 기여도를 확인합니다.,v920_world_cycle_professions,767,command
system,legacy,복구납품,복구납품,복구지원 | 공동복구납품,복구 작전에 필요한 자원을 지원합니다.,v920_world_cycle_professions,760,command
system,legacy,복구미리보기,복구미리보기,백업비교 | restorepreview,,v702_stability,347,command
system,legacy,복구보상,복구보상,공동복구보상 | 복구수령,완료된 복구 작전의 개인 기여 보상을 받습니다.,v920_world_cycle_professions,777,command
system,legacy,복구작전,복구작전,공동복구 | 복구현황,서버 공동 복구 작전과 참여 버튼을 확인합니다.,v920_world_cycle_professions,716,command
system,legacy,복구작전시작,복구작전시작,복구시작 | 공동복구시작,관리자가 공동 복구 작전을 시작합니다.,v920_world_cycle_professions,733,command
system,legacy,복구참여,복구참여,복구행동 | 공동복구참여,복구 작전에서 정찰·구조·수리·경계 행동을 수행합니다.,v920_world_cycle_professions,749,command
system,legacy,복귀보급,복귀보급,신규보급 | 따라잡기보급,,v710_growth_loop,815,command
system,legacy,복귀안내,복귀안내,returningguide | returnguide,마지막 확인 버전 이후 추가된 주요 기능을 안내합니다.,v1000_global_survivor,1215,command
system,legacy,봇권한,봇권한,권한점검,현재 서버와 채널에서 아바돈이 가진 권한을 점검합니다.,v420_ops_center,221,command
system,legacy,봇권한적용,봇권한적용,권한프로필적용 | applybotpermissions,선택한 봇에 채널 권한 프로필을 적용합니다. 적용 전 자동 백업합니다.,v1150_server_operations_permissions,918,command
system,legacy,봇소개,봇소개,아바돈소개 | 봇정보,,v641_stabilization,309,command
system,legacy,부채,부채,debt,,v1090_integrated_renewal,1815,command
system,legacy,분대방방장,분대방방장,분대방위임 | 임시방방장,임시 분대방 방장을 다른 사용자에게 넘깁니다.,v790_operations_disaster,1104,command
system,legacy,분대방이름,분대방이름,임시방이름,자신이 만든 임시 분대 음성방의 이름을 변경합니다.,v790_operations_disaster,1047,command
system,legacy,분대방인원,분대방인원,임시방인원,임시 분대방 최대 인원을 설정합니다.,v790_operations_disaster,1092,command
system,legacy,분대방잠금,분대방잠금,임시방잠금,임시 분대방의 공개 입장을 켜거나 끕니다.,v790_operations_disaster,1062,command
system,legacy,분대방초대,분대방초대,임시방초대,잠긴 임시 분대방에 사용자를 초대합니다.,v790_operations_disaster,1076,command
system,legacy,분대음성설정,분대음성설정,임시음성설정 | 분대방설정,임시 분대 음성방 생성 로비를 설치합니다.,v790_operations_disaster,1021,command
system,legacy,불운왕,불운왕,unluckiest | badluckking,공개 잔액 기준 오늘의 불운왕을 뽑습니다.,v1220_chaos_festival_complete,1565,command
system,legacy,블러프분석,블러프분석,bluffanalysis | bluffmeter,공개 활동만으로 재미용 블러프 지수를 계산합니다.,v1220_chaos_festival_complete,1581,command
system,legacy,비밀친구,비밀친구,secretfriend | secretbuddy,비밀친구 이벤트 상태를 확인합니다.,v1220_chaos_festival_complete,1742,command
system,legacy,비밀친구시작,비밀친구시작,startsecretfriend | startsecretbuddy,관리자가 참가자 비밀친구를 배정합니다.,v1220_chaos_festival_complete,1759,command
system,legacy,비밀친구참가,비밀친구참가,joinsecretfriend | joinsecretbuddy,열린 비밀친구 모집에 참가합니다.,v1220_chaos_festival_complete,1748,command
system,legacy,비밀힌트,비밀힌트,secrethint | easteregghint,숨겨진 콘텐츠의 짧은 힌트를 확인합니다.,v1220_chaos_festival_complete,1932,command
system,legacy,비상모드,비상모드,,"안티레이드, 높은 인증 수준, 서버 잠금을 한 번에 설정합니다.",v411_server_guard_plus,1068,command
system,legacy,비상보급상자,비상보급상자,전리품상자 | 프리미엄랜덤박스,,v638_hardcore_arcade,981,command
system,legacy,비상주파수,비상주파수,주파수가로채기 | 타이밍주파수,,v638_hardcore_arcade,852,command
system,legacy,빌리기,빌리기,,은행 심사 없이 고금리 사채를 빌립니다.,v40_finance,568,command
system,legacy,빙고체크,빙고체크,bingocheck | markbingo,서버 빙고 칸을 체크합니다. 월 1회 첫 빙고 보상이 있습니다.,v1220_chaos_festival_complete,1792,command
system,legacy,빠른답변,빠른답변,,현재 접수 채널에 등록된 답변 양식을 전송합니다.,v423_intake_center,982,command
system,legacy,빠른대전,빠른대전,quickmatch,,v1090_integrated_renewal,1536,command
system,legacy,빠른참가,빠른참가,quickjoin,,v1050_unified_expansion,1269,command
system,legacy,사건목록,사건목록,,최근 사건 또는 특정 멤버의 사건 기록을 확인합니다.,v411_server_guard_plus,1003,command
system,legacy,사건선택,사건선택,scenechoice | chooseevent,오늘의 사건 선택을 확정합니다.,v1620_living_legends,957,command
system,legacy,사건조회,사건조회,,SERVER GUARD 사건 번호의 상세 기록을 확인합니다.,v411_server_guard_plus,983,command
system,legacy,사업개설,사업개설,openbusiness | createbusiness,칩을 사용해 서버 사업을 개설합니다.,v1220_chaos_festival_complete,1399,command
system,legacy,사업순위,사업순위,businessranking | shopranking,서버 사업 인기 순위를 확인합니다.,v1220_chaos_festival_complete,1483,command
system,legacy,사용,사용,,,conditions,187,command
system,legacy,사채기록,사채기록,,,v40_finance,625,command
system,legacy,사채빌리기,사채빌리기,,,v40_finance,613,command
system,legacy,사채상환,사채상환,,,v40_finance,617,command
system,legacy,사채추심,사채추심,,,v40_finance,621,command
system,legacy,삼봉,삼봉,sambong,,v1090_integrated_renewal,1448,command
system,legacy,상태,상태,,,status,112,command
system,legacy,상태이상제거,상태이상제거,,,admin_tools,327,command
system,legacy,상품설정,상품설정,setproduct | businessproduct,내 사업의 대표 상품과 가격을 설정합니다.,v1220_chaos_festival_complete,1421,command
system,legacy,상환,상환,,,v40_finance,597,command
system,legacy,새싹설정,새싹설정,신입설정,신규 멤버 새싹 역할과 환영 메시지를 설정합니다.,v711_cute_interactions,1255,command
system,legacy,새싹역할설치,새싹역할설치,신입역할설치,신규 멤버용 새싹 역할과 역할 아이콘을 설치합니다.,v711_cute_interactions,1374,command
system,legacy,새싹정리,새싹정리,신입정리,유지 기간이 지난 새싹 역할을 즉시 정리합니다.,v711_cute_interactions,1401,command
system,legacy,생물테러,생물테러,바이러스테러,,v638_hardcore_arcade,1385,command
system,legacy,생물테러수신,생물테러수신,테러수신,,v638_hardcore_arcade,1369,command
system,legacy,생물테러준비,생물테러준비,바이러스구매,,v638_hardcore_arcade,1352,command
system,legacy,생일카드,생일카드,birthdaycard | celebrationcard,서버 구성원에게 축하 카드를 보냅니다.,v1220_chaos_festival_complete,1818,command
system,legacy,생존대시보드,생존대시보드,survivordashboard | dashboard,,v1090_integrated_renewal,1698,command
system,legacy,생존도감,생존도감,survivalcodex | codex,지역·세력·인카운트·사건·트로피를 통합한 생존 도감을 엽니다.,v1000_global_survivor,1139,command
system,legacy,생존선택,생존선택,survivalpick | safezone,생존 룰렛의 안전 구역을 선택합니다.,v1220_chaos_festival_complete,928,command
system,legacy,생존자레이스,생존자레이스,참가레이스 | 탈출레이스,,v640_interactive_arcade,787,command
system,legacy,생활숙련도,생활숙련도,,,v21_reborn,699,command
system,legacy,서버기능,서버기능,,,v32_codex_settings_tutorial,225,command
system,legacy,서버리뉴얼,서버리뉴얼,서버정리 | 서버디자인,,v433_voice_sanctuary,2083,group
system,legacy,서버리뉴얼 429상태,429상태,ratelimit | 쿨다운 | 안전대기,,v433_voice_sanctuary,2775,command
system,legacy,서버리뉴얼 게임미리보기,게임미리보기,봇게임미리보기 | 게임프리뷰,,v433_voice_sanctuary,2285,command
system,legacy,서버리뉴얼 게임정리,게임정리,봇게임정리 | 게임채널정리,,v433_voice_sanctuary,2295,command
system,legacy,서버리뉴얼 계획상태,계획상태,planstatus | 적용상태,,v433_voice_sanctuary,2590,command
system,legacy,서버리뉴얼 계획취소,계획취소,plancancel | 적용취소,,v433_voice_sanctuary,2797,command
system,legacy,서버리뉴얼 긴급정리,긴급정리,cleanup | 잔여정리,,v433_voice_sanctuary,3012,command
system,legacy,서버리뉴얼 다음,다음,next | 계속,,v433_voice_sanctuary,2489,command
system,legacy,서버리뉴얼 되돌리기,되돌리기,undo | 복원,,v433_voice_sanctuary,2425,command
system,legacy,서버리뉴얼 미리보기,미리보기,preview,,v433_voice_sanctuary,2224,command
system,legacy,서버리뉴얼 백업,백업,수동백업 | backup,,v433_voice_sanctuary,2340,command
system,legacy,서버리뉴얼 백업목록,백업목록,backups | 복구목록,,v433_voice_sanctuary,2356,command
system,legacy,서버리뉴얼 복구다음,복구다음,recovernext | 복구계속,,v433_voice_sanctuary,2816,command
system,legacy,서버리뉴얼 복구상태,복구상태,recoverstatus,,v433_voice_sanctuary,2935,command
system,legacy,서버리뉴얼 복구취소,복구취소,recovercancel,,v433_voice_sanctuary,2958,command
system,legacy,서버리뉴얼 빈카테고리,빈카테고리,empty,,v433_voice_sanctuary,3074,command
system,legacy,서버리뉴얼 빈카테고리삭제,빈카테고리삭제,cleanempty,,v433_voice_sanctuary,3193,command
system,legacy,서버리뉴얼 빈카테고리선택,빈카테고리선택,emptyselect | 선택삭제,,v433_voice_sanctuary,3180,command
system,legacy,서버리뉴얼 상태,상태,status,,v433_voice_sanctuary,3059,command
system,legacy,서버리뉴얼 자동상태,자동상태,autostatus,,v433_voice_sanctuary,2752,command
system,legacy,서버리뉴얼 자동시작,자동시작,autostart | 자동진행,,v433_voice_sanctuary,2692,command
system,legacy,서버리뉴얼 자동중지,자동중지,autostop | 자동일시정지,,v433_voice_sanctuary,2736,command
system,legacy,서버리뉴얼 작업상태,작업상태,progress | 진행상태,,v433_voice_sanctuary,2997,command
system,legacy,서버리뉴얼 적용,적용,apply | 계획,,v433_voice_sanctuary,2234,command
system,legacy,서버리뉴얼 중지,중지,stop | 취소,,v433_voice_sanctuary,2971,command
system,legacy,서버리뉴얼 테마목록,테마목록,themes | 테마,,v433_voice_sanctuary,2209,command
system,legacy,서버메뉴,서버메뉴,채널메뉴 | 안내패널,,v433_voice_sanctuary,3241,group
system,legacy,서버메뉴 갱신,갱신,update,,v433_voice_sanctuary,3268,command
system,legacy,서버메뉴 삭제,삭제,delete,,v433_voice_sanctuary,3287,command
system,legacy,서버메뉴 생성,생성,create,,v433_voice_sanctuary,3248,command
system,legacy,서버봇목록,서버봇목록,봇목록 | serverbots | botinventory,서버에 참가한 봇과 강한 관리 권한을 확인합니다.,v1150_server_operations_permissions,836,command
system,legacy,서버브리핑,서버브리핑,세계브리핑 | 오늘의서버,,v641_stabilization,364,command
system,legacy,서버설정,서버설정,,,v32_codex_settings_tutorial,179,command
system,legacy,서버설정백업,서버설정백업,운영설정백업 | serversettingsbackup,서버 알림·시간·채널 설정을 복구 지점으로 저장합니다.,v1150_server_operations_permissions,1046,command
system,legacy,서버설정복구,서버설정복구,운영설정복구 | restoreserversettings,서버 운영 설정 백업을 복구합니다.,v1150_server_operations_permissions,1063,command
system,legacy,서버세팅,서버세팅,서버꾸미기,,v403_server_builder,469,group
system,legacy,서버세팅 미리보기,미리보기,preview | 확인,,v403_server_builder,475,command
system,legacy,서버세팅 상태,상태,status,,v403_server_builder,529,command
system,legacy,서버세팅 실행,실행,start | 적용,,v403_server_builder,566,command
system,legacy,서버세팅 취소,취소,cancel,,v403_server_builder,550,command
system,legacy,서버아이콘,서버아이콘,,현재 서버의 아이콘 원본을 표시합니다.,v421_utility_pack,480,command
system,legacy,서버알림,서버알림,운영알림설정 | 서버알림설정 | serveralerts | alertsubscriptions,서버별 자동 알림 종류·채널·상태를 설정합니다.,v1150_server_operations_permissions,673,command
system,legacy,서버엔딩,서버엔딩,serverending,관리자가 서버 시즌 엔딩 장면을 시작합니다.,v1620_living_legends,1070,command
system,legacy,서버운영,서버운영,서버운영센터 | serveroperations | serverops,서버별 알림·채널·봇 권한·복구 상태를 한 화면에서 확인합니다.,v1150_server_operations_permissions,623,command
system,legacy,서버잠금,서버잠금,,모든 텍스트 채널의 일반 멤버 전송을 잠급니다.,v411_server_guard_plus,1044,command
system,legacy,서버점검,서버점검,,"아바돈의 권한, 역할 순서, 관리 설정을 점검합니다.",v411_server_guard_plus,1242,command
system,legacy,서버채널,서버채널,,,v32_codex_settings_tutorial,203,command
system,legacy,서버테마,서버테마,테마목록,,v641_stabilization,420,command
system,legacy,서버테마미리보기,서버테마미리보기,테마미리보기,,v641_stabilization,449,command
system,legacy,서버테마설정,서버테마설정,테마설정,,v641_stabilization,466,command
system,legacy,서버통계,서버통계,,현재 서버의 운영 및 멤버 통계를 확인합니다.,v410_server_management,1745,command
system,legacy,서버해제,서버해제,,서버잠금으로 변경한 채널 권한을 원래대로 복원합니다.,v411_server_guard_plus,1056,command
system,legacy,설계도,설계도,생활설계도 | 연구설계도,해금한 생활 기술 설계도를 확인합니다.,v770_ruin_farming,1822,command
system,legacy,설정,설정,아바돈설정 | 설정센터,서버 주요 설정을 드롭다운에서 관리합니다.,v521_diagnostics,933,command
system,legacy,섯다,섯다,seotda | sutda | seotdagame,,v1060_authentic_card_games,1940,command
system,legacy,성장보드,성장보드,미션보드 | 성장루프 | 작전보드,,v710_growth_loop,610,command
system,legacy,세계대시보드,세계대시보드,worlddashboard,,v1090_integrated_renewal,1711,command
system,legacy,세계상태,세계상태,세계현황 | 연합상태,서버의 공동 세계 지표와 전쟁·시즌 상태를 확인합니다.,v900_faction_world_state,1248,command
system,legacy,세계순환,세계순환,세계순환상태 | 세계시간,시간에 따른 안전한 세계 지표 순환 상태를 확인합니다.,v920_world_cycle_professions,653,command
system,legacy,세계순환설정,세계순환설정,세계시간설정 | 순환설정,관리자가 세계 순환을 켜거나 일시정지합니다.,v920_world_cycle_professions,671,command
system,legacy,세계순환즉시,세계순환즉시,세계즉시순환 | 순환즉시,관리자가 세계 순환 1회를 즉시 모의가 아닌 실제 반영합니다.,v920_world_cycle_professions,693,command
system,legacy,세계지도,세계지도,탐험지도 | 개척지도,서버 공동 지역 개척 진행도를 확인합니다.,v810_world_map_ux,612,command
system,legacy,세계지령,세계지령,공동지령 | 주간지령,이번 주 서버 공동 목표와 투표 현황을 확인합니다.,v920_world_cycle_professions,822,command
system,legacy,세력가입,세력가입,joinfaction,도시 세력에 가입합니다.,v1320_black_city_complete,385,command
system,legacy,세력거점,세력거점,진영거점 | 거점방문,세력 거점의 교류 기능을 확인합니다.,v900_faction_world_state,687,command
system,legacy,세력교환,세력교환,진영교환 | 세력구매,세력 증표로 보급품 또는 칭호를 교환합니다.,v900_faction_world_state,793,command
system,legacy,세력상점,세력상점,진영상점 | 세력교환소,세력 증표 교환 목록을 확인합니다.,v900_faction_world_state,776,command
system,legacy,세력외교,세력외교,factiondiplomacy,세력 간 관계를 동맹·휴전·중립·적대로 설정합니다.,v1320_black_city_complete,433,command
system,legacy,세력의뢰,세력의뢰,진영의뢰 | 세력임무,오늘의 세력 의뢰를 확인합니다.,v900_faction_world_state,706,command
system,legacy,세력의뢰수락,세력의뢰수락,진영의뢰수락 | 세력임무수락,오늘의 세력 의뢰를 수락합니다.,v900_faction_world_state,724,command
system,legacy,세력의뢰완료,세력의뢰완료,진영의뢰완료 | 세력임무완료,수락한 세력 의뢰의 물자를 제출하고 정산합니다.,v900_faction_world_state,744,command
system,legacy,세력전쟁,세력전쟁,연합전쟁 | 세력전선,현재 서버 공동 세력전쟁을 확인합니다.,v900_faction_world_state,1079,command
system,legacy,세력창설,세력창설,createfaction | foundfaction,"20,000칩을 사용해 도시 세력을 창설합니다.",v1320_black_city_complete,377,command
system,legacy,세력탈퇴,세력탈퇴,leavefaction,현재 도시 세력에서 탈퇴합니다.,v1320_black_city_complete,393,command
system,legacy,세트효과,세트효과,,,v21_reborn,583,command
system,legacy,셀프역할목록,셀프역할목록,,현재 등록된 셀프 역할 항목을 확인합니다.,v421_utility_pack,239,command
system,legacy,셀프역할삭제,셀프역할삭제,,등록된 셀프 역할 항목을 이모지로 삭제합니다.,v421_utility_pack,224,command
system,legacy,셀프역할추가,셀프역할추가,,셀프 역할 패널에 사용할 이모지와 역할을 등록합니다.,v421_utility_pack,181,command
system,legacy,셀프역할패널,셀프역할패널,,현재 채널에 반응형 셀프 역할 패널을 만듭니다.,v421_utility_pack,255,command
system,legacy,셀프역할패널목록,셀프역할패널목록,,저장된 셀프 역할 패널의 채널과 메시지 ID를 확인합니다.,v421_utility_pack,332,command
system,legacy,셀프역할패널삭제,셀프역할패널삭제,,메시지 ID로 셀프 역할 패널 등록과 메시지를 삭제합니다.,v421_utility_pack,353,command
system,legacy,셔플검증,셔플검증,shuffleverify | deckverify,종료된 게임의 시작 커밋과 공개값을 다시 계산합니다.,v1100_game_city_overhaul,172,command
system,legacy,소프트밴,소프트밴,,메시지를 정리한 뒤 즉시 차단 해제합니다.,v411_server_guard_plus,922,command
system,legacy,숏덱홀덤,숏덱홀덤,숏덱 | shortdeckholdem | shortdeck,,v1050_unified_expansion,1149,command
system,legacy,수사,수사,cityinvestigate | blackcityinvestigate,대상에 관한 가상 단서를 수집합니다.,v1320_black_city_complete,627,command
system,legacy,수상한상인,수상한상인,mysteriousmerchant | hiddenmerchant,특정 시간에만 나타나는 숨겨진 상인을 찾습니다.,v1220_chaos_festival_complete,1937,command
system,legacy,수집,수집,,,v431_growth_balance,657,command
system,legacy,숨겨진임무,숨겨진임무,hiddenmission | secretmission,현재 조건으로 발견 가능한 숨겨진 임무를 검사합니다.,v1220_chaos_festival_complete,1960,command
system,legacy,스태미나설정,스태미나설정,,,admin_tools,303,command
system,legacy,슬로우,슬로우,,현재 채널의 느린 모드 시간을 설정합니다.,v410_server_management,1229,command
system,legacy,시스템점검,시스템점검,운영점검 | systemcheck,,v702_stability,195,command
system,legacy,시작안내,시작안내,gettingstarted | startguide,신규 생존자의 첫 플레이 순서를 안내합니다.,v1000_global_survivor,1206,command
system,legacy,시즌결말,시즌결말,seasonending | cityending,현재 예상 결말과 달성 조건 방향을 확인합니다.,v1320_black_city_complete,740,command
system,legacy,시즌기여,시즌기여,seasoncontribute | cityseasoncontribute,개인 활동 점수를 시즌 분야에 기여합니다.,v1320_black_city_complete,729,command
system,legacy,시즌대시보드,시즌대시보드,seasondashboard,,v1090_integrated_renewal,1727,command
system,legacy,시즌수집,시즌수집,seasoncollection,,v1050_unified_expansion,1543,command
system,legacy,신생계정알림,신생계정알림,,설정한 일수보다 새 계정이 가입하면 보안 로그로 알립니다.,v422_security_center,574,command
system,legacy,신용,신용,,,v40_finance,605,command
system,legacy,신호해독,신호해독,전파해독 | 주파수해독,탐색한 신호의 정답 번호를 제출합니다.,v770_ruin_farming,1605,command
system,legacy,실시간공지,실시간공지,,공식 홈페이지 실시간 피드에 공개 공지를 등록합니다.,v432_forge_live,1136,command
system,legacy,실시간피드,실시간피드,,홈페이지 공개 이벤트 피드를 켜거나 끕니다.,v432_forge_live,1120,command
system,legacy,실시간피드상태,실시간피드상태,,Background Worker와 홈페이지 실시간 피드 릴레이 상태를 확인합니다.,v432_forge_live,1088,command
system,legacy,심리선택,심리선택,mindchoice | betrayalchoice,심리전에서 공동 또는 개인을 선택합니다.,v1220_chaos_festival_complete,981,command
system,legacy,심리전,심리전,mindgame | betrayalbutton,개인 보상과 공동 보상 사이에서 선택하는 심리전을 시작합니다.,v1220_chaos_festival_complete,952,command
system,legacy,아바돈,아바돈,말걸기 | chat | talktoabaddon,모달 없이 아바돈과 연속 대화를 시작하거나 바로 질문합니다.,v620_dialogue_memory,1170,command
system,legacy,아바돈게임,아바돈게임,봇대전 | 혼자게임 | AI게임,혼자서 아바돈과 1:1 미니게임을 즐깁니다.,v720_coop_cleanup,712,command
system,legacy,아바돈난이도,아바돈난이도,abaddondifficulty,,v1090_integrated_renewal,1605,command
system,legacy,아바돈내기,아바돈내기,AI내기 | 봇내기,아바돈과 게임 내 칩 또는 식량을 걸고 1:1 대결합니다.,v720_coop_cleanup,768,command
system,legacy,아바돈성향,아바돈성향,abaddonpersonality,,v1090_integrated_renewal,1621,command
system,legacy,아바돈전적,아바돈전적,봇전적 | AI전적,아바돈과의 1:1 미니게임 전적을 확인합니다.,v720_coop_cleanup,772,command
system,legacy,아바돈진단,아바돈진단,진단센터 | 통합진단,ABADDON 주요 시스템을 드롭다운으로 통합 진단합니다.,v521_diagnostics,920,command
system,legacy,아바돈초대,아바돈초대,봇초대 | AI초대,지정한 게임에 아바돈을 초대합니다.,v720_coop_cleanup,732,command
system,legacy,아바타,아바타,,자신 또는 멘션한 멤버의 프로필 이미지를 표시합니다.,v421_utility_pack,469,command
system,legacy,아이템검색,아이템검색,,,admin_tools,135,command
system,legacy,아이템목록,아이템목록,,,admin_tools,119,command
system,legacy,아이템지급,아이템지급,,,admin_tools,162,command
system,legacy,아이템회수,아이템회수,,,admin_tools,179,command
system,legacy,아지트공개,아지트공개,publishhideout,다른 사용자의 아지트 방문 허용을 켜거나 끕니다.,v1320_black_city_complete,554,command
system,legacy,아지트꾸미기,아지트꾸미기,decoratehideout,개인 아지트에 장식을 설치합니다.,v1320_black_city_complete,546,command
system,legacy,아지트방문,아지트방문,visithideout,공개된 다른 사용자의 아지트를 방문합니다.,v1320_black_city_complete,565,command
system,legacy,안정화상태,안정화상태,안정화 | 봇상태점검,,v641_stabilization,294,command
system,legacy,안티레이드,안티레이드,,가입 폭주 및 신규 계정 격리 기능을 설정합니다.,v411_server_guard_plus,825,command
system,legacy,알림멘션,알림멘션,서버알림멘션 | alertmention,알림 종류에 사용할 역할 멘션을 설정하거나 해제합니다.,v1150_server_operations_permissions,736,command
system,legacy,알림설정,알림설정,이벤트알림,,v639_frontier_operations,540,command
system,legacy,알림시간,알림시간,조용한시간 | alerthours | quiethours,자동 알림이 게시될 시간을 설정합니다. 시간 밖에는 연동 알림을 일시 정지합니다.,v1150_server_operations_permissions,755,command
system,legacy,알림시간해제,알림시간해제,조용한시간해제 | disablealerthours,시간 제한 없이 구독 알림을 게시합니다.,v1150_server_operations_permissions,774,command
system,legacy,알림요약,알림요약,alertdigest,운영센터 자체 경고의 요약 표시 설정을 켜거나 끕니다.,v1150_server_operations_permissions,785,command
system,legacy,알림채널,알림채널,운영채널설정 | serveralertchannel | alertchannel,알림 종류별 전용 채널을 지정합니다.,v1150_server_operations_permissions,717,command
system,legacy,약품구매,약품구매,,,conditions,169,command
system,legacy,업적도감,업적도감,achievementcatalog | achievementbook,전체 게임 업적 조건과 해금 상태를 확인합니다.,v1190_event_broadcast_collection,646,command
system,legacy,업적센터,업적센터,achievementcenter | gameachievementscenter,게임 업적과 수집 진행도를 이미지 카드로 확인합니다.,v1190_event_broadcast_collection,638,command
system,legacy,업적전시,업적전시,achievementdisplay | showcaseachievements,프로필에 전시할 업적을 최대 3개 선택합니다.,v1190_event_broadcast_collection,691,command
system,legacy,엔진,엔진,,서버 TTS 합성 엔진을 선택합니다.,v433_voice_sanctuary,1861,command
system,legacy,역전왕,역전왕,comebackking | turnaroundking,공개 재미 기록에서 가장 큰 보상을 받은 사용자를 보여줍니다.,v1220_chaos_festival_complete,1573,command
system,legacy,역할멤버,역할멤버,,특정 역할을 가진 멤버를 확인합니다.,v421_utility_pack,449,command
system,legacy,역할복제,역할복제,,"역할의 이름, 색상, 권한을 복제합니다.",v411_server_guard_plus,1221,command
system,legacy,역할정보,역할정보,,"역할의 서열, 인원, 색상과 핵심 권한을 확인합니다.",v420_ops_center,327,command
system,legacy,역할지급,역할지급,,멤버에게 지정한 역할을 지급합니다.,v410_server_management,1338,command
